供应商,客户或合作方,客户类型,关系类型,工作内容或领域,原文证据,来源链接,来源日期,来源类型,置信度
Centific,OpenAI / Anthropic / xAI / Mistral / Microsoft / Google / Dell / Lenovo / Nvidia / AWS,其他,客户,融资报道列出的客户,"Centific's customers include OpenAI, Anthropic PBC, xAI Inc., Mistral AI SAS, Microsoft Corp., Google LLC",https://siliconangle.com/2025/06/25/ai-data-foundry-provider-centific-lands-60m-grow-enterprise-footprint/,2025-06-25,媒体报道,中
Welocalize（Welo Data）,Google,科技大厂,招聘暗示,搜索质量评分员项目（行业普遍认为是 Google 的外包评分员）,"Telus International, Appen Connect and Welocalize are the vendor companies of Google for its Quality Rater job",https://up2staff.com/internet-rater-at-welocalize,n/a,二手转述（搜索摘要）,低
SuperAnnotate,Databricks（Mosaic AI）,科技大厂,客户,DBRX 微调数据与 RAG 评测；获 2025 Databricks ISV 客户影响力合作伙伴奖,Databricks Mosaic AI team uses SuperAnnotate ... to build the DBRX open source model,https://www.superannotate.com/blog/superannotate-2025-databricks-isv-customer-impact-partner-of-the-year,2025,供应商官方,高
SuperAnnotate,Databricks / Canva / Motorola Solutions / IBM / Qualcomm,企业,客户,B 轮报道列出的客户,"customers include Databricks, Canva, Motorola Solutions, IBM, and Qualcomm",https://techcrunch.com/2024/11/18/superannotate-helps-companies-manage-their-ai-data-sets/,2024-11-18,媒体报道,低
Encord,Woven by Toyota / Skydio / Synthesia / Zipline / AXA Financial,企业,客户,物理 AI 与多模态数据,"works with AI leaders like Woven by Toyota, Skydio, and Synthesia among more than 300 AI teams",https://encord.com/blog/encord-announces-60-million-series-c/,2026-02,供应商官方,高
Deccan AI,Google DeepMind / Snowflake,其他,客户,后训练数据、评测、RL,Deccan's customers include Google DeepMind and Snowflake,https://techcrunch.com/2026/03/25/deccan-ai-raises-25m-as-ai-training-push-relies-on-india-based-workforce,2026-03-25,媒体报道,中
Pareto.AI,Anthropic / Character AI / METR / MATS,其他,合作,专家整理的数据集与评测,"partnerships with leading AI research organizations, including Anthropic, Character AI, METR, and MATS",https://grokipedia.com/page/Pareto_AI,2025,二手转述（搜索摘要）,低
Pareto.AI,Anthropic / UCL / MATS,高校研究机构,论文致谢,标注员参与 AI 安全研究（辩论评测）,"Pareto.AI's skilled labelers contributed to AI safety research conducted by teams at UCL, ML Alignment & Theory Scholars, and Anthropic",https://pareto.ai/blog/advancing-ai-alignment-through-human-judged-llm-debates,2024,供应商官方,低
TaskUs,Meta,科技大厂,财报披露,最大客户 Meta 占 2025 年服务收入 26%；前五大客户占 45%；AI 服务占 18%,"the largest client, Meta, accounted for 26%",https://www.sec.gov/Archives/edgar/data/1829864/000182986426000012/task-20251231.htm,2026-02,财报,高
LXT（含 clickworker）,clickworker,其他,投资方,LXT 收购 clickworker，新增 500 多家企业客户（被收购方）,LXT Acquires clickworker to Deliver Industry-Leading AI Data Solutions,https://www.prnewswire.com/news-releases/lxt-acquires-clickworker-to-deliver-industry-leading-ai-data-solutions-302333052.html,2024-12-17,新闻稿,低
RWS TrainAI,某大型科技公司（未具名）,科技大厂,客户,235 名领域专家为生成式 AI 做微调,Big tech company fine-tunes generative AI with 235 domain experts,https://www.rws.com/artificial-intelligence/resources/big-tech-company-fine-tunes-generative-ai/,2025,供应商官方案例,中
AfterQuery,蚂蚁集团,国内大模型公司,客户,蚂蚁高管承认与 AfterQuery 业务关系密切,A Ant Group executive acknowledged a close business relationship with AfterQuery,https://www.forbes.com/sites/annatong/2026/08/05/silicon-valleys-other-china-problem-its-training-their-ai/,2026-08-05,媒体报道（搜索摘要）,中
AfterQuery,阿里巴巴,国内大模型公司,客户,阿里员工录音提到采购协议,Audio transcripts from an Alibaba employee point to purchase agreements with AfterQuery and Mercor,https://www.forbes.com/sites/annatong/2026/08/05/silicon-valleys-other-china-problem-its-training-their-ai/,2026-08-05,媒体报道（搜索摘要）,中
